datetime,acceleration_x,acceleration_y,acceleration_z,magnetic_x,magnetic_y,magnetic_z
2017-04-26T06:00:00Z,-167,899,-2996,-5531,25091,32233
2017-04-26T09:00:00Z,-343,-767,-3069,719,-24,16143
2017-04-26T12:00:00Z,1594,-974,-3208,-152,11336,11699
2017-04-26T15:00:00Z,1707,-1424,-2881,828,12097,11086
2017-04-26T18:00:00Z,1590,-2959,-1475,-1193,8528,11518
2017-04-26T21:00:00Z,1658,-514,-3244,1881,7662,14301
2017-04-27T00:00:00Z,2036,-103,-3197,-1856,7318,14395
2017-04-27T03:00:00Z,1817,71,-3275,-1085,6642,14803
2017-04-27T06:00:00Z,-658,-1588,-2483,1079,8368,14043
2017-04-27T09:00:00Z,1920,-1340,-2877,-41,10681,12630
2017-04-27T12:00:00Z,1749,-1012,-3105,-444,11133,12045
2017-04-27T15:00:00Z,199,-2803,-1810,-26,10603,13076
2017-04-27T18:00:00Z,-336,790,-2957,344,-2658,15718
2017-04-27T21:00:00Z,-602,-1879,-2357,1738,6955,14669
2017-04-28T00:00:00Z,-157,-2062,-2525,-1227,7526,14347
2017-04-28T03:00:00Z,-666,-1238,-2687,1229,7753,14271
2017-04-28T06:00:00Z,495,-2496,-2289,1865,5992,15117
2017-04-28T09:00:00Z,1578,-633,-3130,731,9281,13653
2017-04-28T12:00:00Z,1954,-1178,-3016,817,10082,12801
2017-04-28T15:00:00Z,1053,-135,-3315,-140,8245,14189
2017-04-28T18:00:00Z,1561,-895,-3210,4352,4539,14949
2017-04-28T21:00:00Z,-598,-1815,-2463,1292,7362,14267
2017-04-29T00:00:00Z,-38,-2147,-2580,-1148,6872,14753
2017-04-29T03:00:00Z,-535,-1958,-2468,822,7917,14117
2017-04-29T06:00:00Z,1995,-898,-2965,478,8675,13988
2017-04-29T09:00:00Z,-370,-2492,-1816,1129,9817,13134
2017-04-29T12:00:00Z,1533,-1771,-2485,746,4863,11662
2017-04-29T15:00:00Z,-580,-629,-2839,622,3794,15933
2017-04-29T18:00:00Z,-22,412,-3189,-820,1016,4156
2017-04-29T21:00:00Z,1902,-1775,-2707,1677,6734,14716
2017-04-30T00:00:00Z,2500,-1746,-2322,-2010,8159,13913
2017-04-30T03:00:00Z,2381,-1930,-2285,-1929,7677,14193
2017-04-30T06:00:00Z,-118,329,-3020,142,3886,16125
2017-04-30T09:00:00Z,958,-255,-3064,841,3245,16351
2017-04-30T12:00:00Z,-626,-2202,-1986,1156,9962,12939
2017-04-30T15:00:00Z,752,1029,-3074,-1305,2891,15698
2017-04-30T18:00:00Z,1962,-2712,-1653,24,11812,11329
2017-04-30T21:00:00Z,2820,-1056,-2499,-3652,6263,14114
2017-05-01T00:00:00Z,1847,-2157,-2483,1619,8130,13988
2017-05-01T03:00:00Z,2619,-1187,-2607,-2287,7543,14177
2017-05-01T06:00:00Z,120,-1411,-2958,455,377,16445
2017-05-01T09:00:00Z,-436,-1935,-2478,1525,2278,15972
2017-05-01T12:00:00Z,1596,1610,-2975,1477,-928,420
2017-05-01T15:00:00Z,1883,-1318,-2891,1937,8934,13603
2017-05-01T18:00:00Z,599,-117,-3328,2064,7566,14103
2017-05-01T21:00:00Z,1832,2,-3214,-1725,7075,14632
2017-05-02T00:00:00Z,1719,-668,-3207,1673,8038,14091
2017-05-02T03:00:00Z,1784,-767,-3186,2061,7525,14269
2017-05-02T06:00:00Z,-420,-2155,-2273,-191,9443,13300
2017-05-02T09:00:00Z,2017,-512,-2859,1173,5151,15856
2017-05-02T12:00:00Z,2105,-1857,-2370,286,10528,12444
2017-05-02T15:00:00Z,899,-2736,-2020,719,7726,13969
2017-05-02T18:00:00Z,-585,128,-2991,6438,7336,14602
2017-05-02T21:00:00Z,-256,-904,-3044,-810,7477,14355
2017-05-03T00:00:00Z,-214,-846,-3043,-845,7550,14536
2017-05-03T03:00:00Z,-381,-636,-2999,1219,8102,14120
2017-05-03T06:00:00Z,-306,-2304,-2173,-51,8858,13751
2017-05-03T09:00:00Z,1985,-1587,-2640,3704,4681,11219
2017-05-03T12:00:00Z,-441,-2288,-1993,398,9474,13251
2017-05-03T15:00:00Z,1901,-1661,-2702,-1626,3138,952
2017-05-03T18:00:00Z,2039,-1320,-2806,859,9401,13306
2017-05-03T21:00:00Z,1745,-2569,-2009,-1130,8253,13937
2017-05-04T00:00:00Z,108,-2794,-1799,1975,8848,13610
2017-05-04T03:00:00Z,210,-2775,-1880,1721,8494,13866
2017-05-04T06:00:00Z,-244,-2050,-2176,-2723,10789,12489
2017-05-04T09:00:00Z,1137,369,-3192,487,6168,15368
2017-05-04T12:00:00Z,1881,-1964,-2660,1731,12701,10289
2017-05-04T15:00:00Z,1066,-78,-3334,274,11210,14421
2017-05-04T18:00:00Z,613,782,-3238,-6817,33,4456
2017-05-04T21:00:00Z,1495,-743,-3240,1574,9499,13211
2017-05-05T00:00:00Z,2052,-309,-3163,-1847,8080,14015
2017-05-05T03:00:00Z,1974,-55,-3202,-1641,7076,14611
2017-05-05T06:00:00Z,689,233,-3142,-1949,6248,15312
2017-05-05T09:00:00Z,1025,-2248,-2295,2483,6010,15109
2017-05-05T12:00:00Z,-398,-1111,-2672,-67,8747,14079
2017-05-05T15:00:00Z,341,-388,-3163,-658,8490,14196
2017-05-05T18:00:00Z,1448,-528,-3260,391,10533,14031
2017-05-05T21:00:00Z,-600,-685,-2837,1946,7693,14268
2017-05-06T00:00:00Z,-245,-1656,-2685,-1679,8235,14037
2017-05-06T03:00:00Z,-487,-1025,-2829,578,8375,14054
2017-05-06T06:00:00Z,347,-181,-3271,95,7849,14362
2017-05-06T09:00:00Z,-549,-1633,-2448,1897,4543,15607
2017-05-06T12:00:00Z,1882,-1545,-2761,500,12044,11060
2017-05-06T15:00:00Z,-163,-1615,-2804,-415,11966,10806
2017-05-06T18:00:00Z,-671,2159,-1949,2543,-8810,14610
2017-05-06T21:00:00Z,1812,-1297,-2983,2010,9899,12836
2017-05-07T00:00:00Z,2092,-503,-3069,-1937,8819,13637
2017-05-07T03:00:00Z,1869,-1126,-2996,1723,8829,13761
2017-05-07T06:00:00Z,2047,379,-3144,-93,4261,12405
2017-05-07T09:00:00Z,-330,-1902,-2444,50,5989,15408
2017-05-07T12:00:00Z,-665,1626,-2278,1534,-9711,12524
2017-05-07T15:00:00Z,-533,1002,-2755,1729,-1918,16117
2017-05-07T18:00:00Z,2125,-627,-3042,51,6928,13664
2017-05-07T21:00:00Z,1447,-382,-3274,1888,7734,14310
2017-05-08T00:00:00Z,1595,-191,-3294,-1165,8196,14073
2017-05-08T03:00:00Z,1356,-307,-3336,1584,8002,14127
2017-05-08T06:00:00Z,970,-3178,-1152,1229,12300,10843
2017-05-08T09:00:00Z,627,-2703,-2016,972,6936,14801
2017-05-08T12:00:00Z,384,65,-3206,-857,6905,14916
2017-05-08T15:00:00Z,1998,-2163,-1991,-5561,311,13875
2017-05-08T18:00:00Z,-559,-1699,-2636,207,9646,13465
2017-05-08T21:00:00Z,-600,-710,-2839,1749,7562,14449
2017-05-09T00:00:00Z,-355,-1297,-2821,-968,7333,14641
2017-05-09T03:00:00Z,-475,-978,-2864,478,8015,14265
2017-05-09T06:00:00Z,718,-2067,-2515,5534,2979,2275
2017-05-09T09:00:00Z,-856,-1108,-2448,3135,3379,15875
2017-05-09T12:00:00Z,-713,-158,-2774,1537,957,16402
2017-05-09T15:00:00Z,-609,-506,-2624,2037,6869,15051
2017-05-09T18:00:00Z,-486,-2267,-2071,937,9210,13538
2017-05-09T21:00:00Z,-279,-2030,-2459,-546,7578,14462
2017-05-10T00:00:00Z,-154,-1956,-2521,-1228,6795,15028
2017-05-10T03:00:00Z,-668,-1534,-2488,1223,7143,14677
2017-05-10T06:00:00Z,-568,306,-2767,1944,2249,16398
2017-05-10T09:00:00Z,1480,-2053,-2498,-357,4294,15937
2017-05-10T12:00:00Z,-108,564,-2790,-2811,3084,20524
2017-05-10T15:00:00Z,2053,-1712,-2424,170,7620,14659
2017-05-10T18:00:00Z,1935,-300,-3114,-80,7667,14519
2017-05-10T21:00:00Z,1365,954,-3133,-425,2831,16136
2017-05-11T00:00:00Z,1021,950,-3166,-355,3007,16124
2017-05-11T03:00:00Z,828,1197,-3100,41,1683,16333
2017-05-11T06:00:00Z,2654,-527,-2625,-2774,4501,15691
2017-05-11T09:00:00Z,-641,-2096,-2016,2088,8219,13860
2017-05-11T12:00:00Z,781,-2168,-2510,-1199,3448,16252
2017-05-11T15:00:00Z,1720,-2538,-1993,-1067,8241,14073
2017-05-11T18:00:00Z,2236,56,-3170,19,2202,15236
2017-05-11T21:00:00Z,1068,1192,-3091,-810,1631,16209
2017-05-12T00:00:00Z,-612,-639,-2834,1169,1072,16362
2017-05-12T03:00:00Z,-590,86,-2885,960,1071,16337
2017-05-12T06:00:00Z,704,-2324,-2357,-7039,4542,26304
2017-05-12T09:00:00Z,1731,-1626,-2620,577,2853,13097
2017-05-12T12:00:00Z,-633,26,-2779,1224,801,16516
2017-05-12T15:00:00Z,648,-2266,-2375,-2745,5513,14724
2017-05-12T18:00:00Z,1202,-134,-3312,-1554,4695,14700
2017-05-12T21:00:00Z,679,-1897,-2884,413,1876,16122
2017-05-13T00:00:00Z,383,-1682,-2931,84,1117,16219
2017-05-13T03:00:00Z,1197,-1442,-3038,335,-324,16437
2017-05-13T06:00:00Z,469,1530,-2898,732,-376,16329
2017-05-13T09:00:00Z,770,1239,-3013,322,1405,16481
2017-05-13T12:00:00Z,2260,-363,-2881,-376,965,16546
2017-05-13T15:00:00Z,-14,832,-2971,-6102,1456,7850
2017-05-13T18:00:00Z,563,-1821,-2812,1182,1555,16318
2017-05-13T21:00:00Z,1285,-1450,-2972,786,186,16465
2017-05-14T00:00:00Z,-182,-776,-2998,-1013,287,16431
2017-05-14T03:00:00Z,-309,195,-3026,-678,688,16394
2017-05-14T06:00:00Z,-364,-322,-2967,-650,958,16481
2017-05-14T09:00:00Z,65,-1376,-2868,697,270,16513
2017-05-14T12:00:00Z,340,1218,-2959,-119,659,16512
2017-05-14T15:00:00Z,1982,-908,-2894,-116,214,16611
2017-05-14T18:00:00Z,2120,-1299,-2712,-778,2934,16221
2017-05-14T21:00:00Z,-159,-1111,-2935,-658,1186,16423
2017-05-15T00:00:00Z,-402,68,-2971,-43,1789,16360
2017-05-15T03:00:00Z,-103,-1250,-2886,-396,2356,15948
2017-05-15T06:00:00Z,1207,135,-3270,-497,7703,15502
2017-05-15T09:00:00Z,1331,-1922,-2650,-846,2839,16226
2017-05-15T12:00:00Z,2281,-1283,-2764,-576,4373,15677
2017-05-15T15:00:00Z,276,-1427,-2890,1206,-280,16484
2017-05-15T18:00:00Z,-431,300,-2917,-76,-614,16527
2017-05-15T21:00:00Z,1063,-1717,-2865,717,1187,16422
2017-05-16T00:00:00Z,1125,-1953,-2715,892,3032,15891
2017-05-16T03:00:00Z,139,-1481,-2889,-708,1331,16396
2017-05-16T06:00:00Z,-316,1222,-2618,1506,-929,16960
2017-05-16T09:00:00Z,1198,-1620,-2842,1396,1401,16429
2017-05-16T12:00:00Z,85,-1547,-2758,1131,1009,16530
2017-05-16T15:00:00Z,1777,-1219,-2817,-40,1078,16449
2017-05-16T18:00:00Z,2257,-877,-2778,-943,2013,16420
2017-05-16T21:00:00Z,-323,-798,-2928,-435,1124,16451
